Symbol,Exchange,PrimaryMkt,SecurityType,MaxLots,LotSize,BasePrice,ADV,RIC,BSYM,TKR,CUSIP,GSS,SEDOL,ISIN
214,XHKG,Y,CS,3000,2000.0,1.33,62794.0,0214.HK,"214 HK",00214,535899348,HK214,6560337,BMG0534H1189
215,XHKG,Y,CS,3000,2000.0,2.63,12590706.0,0215.HK,"215 HK",00215,9HH0JSWL4,HK215,B3XH0P3,KYG4672G1064
216,XHKG,Y,CS,3000,4000.0,1.70,132700.0,0216.HK,"216 HK",00216,Y15337101,HK216,6191191,HK0216001088
217,XHKG,Y,CS,3000,2000.0,0.60,1049917.0,0217.HK,"217 HK",00217,521997445,HK217,6097062,HK0217012357
218,XHKG,Y,CS,3000,5000.0,3.47,400834.0,0218.HK,"218 HK",00218,323889964,HK218,6660022,HK0218001102
219,XHKG,Y,CS,3000,2000.0,2.60,33786.0,0219.HK,"219 HK",00219,825990237,HK219,6598565,HK0219009344
220,XHKG,Y,CS,3000,1000.0,6.84,1870143.0,0220.HK,"220 HK",00220,9HH0C2S66,HK220,B29MKF5,KYG9222R1065
221,XHKG,Y,CS,3000,20000.0,0.07,,0221.HK,"221 HK",00221,9HH1SV1T2,HK221,BYXGN92,BMG7147K1154
222,XHKG,Y,CS,3000,2000.0,7.06,215455.0,0222.HK,"222 HK",00222,602990186,HK222,6669397,HK0222001130
223,XHKG,Y,CS,3000,2000.0,0.16,412182.0,0223.HK,"223 HK",00223,9HH00IXF8,HK223,6519555,KYG8169R1039
224,XHKG,Y,CS,3000,4000.0,1.11,288800.0,0224.HK,"224 HK",00224,G7098W100,HK224,6688897,BMG7098N1002
225,XHKG,Y,CS,3000,2000.0,12.28,11200.0,0225.HK,"225 HK",00225,Y70513109,HK225,6693330,HK0225001145
226,XHKG,Y,CS,3000,1000.0,4.69,226227.0,0226.HK,"226 HK",00226,538990219,HK226,6535045,HK0226001151
227,XHKG,Y,CS,3000,8000.0,1.13,998000.0,0227.HK,"227 HK",00227,398711309,HK227,6707305,HK0227001168
228,XHKG,Y,CS,3000,2000.0,0.09,4296167.0,0228.HK,"228 HK",00228,9HH00GQ37,HK228,B08LHY7,KYG2153W1033
229,XHKG,Y,CS,3000,1000.0,0.96,124250.0,0229.HK,"229 HK",00229,882995673,HK229,6726269,HK0229001182
230,XHKG,Y,CS,3000,2000.0,0.87,1632265.0,0230.HK,"230 HK",00230,333991115,HK230,6508478,BMG6144P1014
231,XHKG,Y,CS,3000,20000.0,0.09,18675167.0,0231.HK,"231 HK",00231,303990816,HK231,BYYSB15,BMG5742L1081
232,XHKG,Y,CS,3000,2000.0,0.59,5626256.0,0232.HK,"232 HK",00232,307990184,HK232,6331618,BMG0719V1063
233,XHKG,Y,CS,3000,10000.0,0.17,5200833.0,0233.HK,"233 HK",00233,828990374,HK233,6594046,BMG6179J1036
234,XHKG,Y,CS,3000,8000.0,0.13,670644.0,0234.HK,"234 HK",00234,456136993,HK234,6150976,BMG644581396
235,XHKG,Y,CS,3000,5000.0,0.20,7636250.0,0235.HK,"235 HK",00235,169990280,HK235,B14VKP0,HK0235034623
236,XHKG,Y,CS,3000,2000.0,1.19,26500.0,0236.HK,"236 HK",00236,798990131,HK236,6773179,HK0236001209
237,XHKG,Y,CS,3000,2000.0,20.50,10667.0,0237.HK,"237 HK",00237,648992782,HK237,6767097,HK0237001216
238,XHKG,Y,CS,3000,1000.0,0.74,1067667.0,0238.HK,"238 HK",00238,9HH0TKI85,HK238,B59RY26,KYG3225T1022
239,XHKG,Y,CS,3000,2500.0,3.91,61944.0,0239.HK,"239 HK",00239,9EQ00D2C7,HK239,B0MY775,BMG6873Y1176
240,XHKG,Y,CS,3000,10000.0,0.31,414286.0,0240.HK,"240 HK",00240,812990182,HK240,B01XZC4,BMG1675M1064
241,XHKG,Y,CS,3000,2000.0,5.32,,0241.HK,"241 HK",00241,9HH1U06K1,HK241,BRXVS60,BMG0171K1018
242,XHKG,Y,CS,3000,2000.0,2.34,7887851.0,0242.HK,"242 HK",00242,9EQ26FND7,HK242,6806633,HK0242001243
243,XHKG,Y,CS,3000,9000.0,0.72,,0243.HK,"243 HK",00243,9HH2AIEF4,HK243,BDG20L1,BMG7302M2037
244,XHKG,Y,CS,3000,1000.0,0.46,186500.0,0244.HK,"244 HK",00244,829990233,HK244,6810935,HK0244001258
245,XHKG,Y,CS,3000,10000.0,0.75,,0245.HK,"245 HK",00245,9HH25F5U3,HK245,BZ9MPX9,HK0000268943
246,XHKG,Y,CS,3000,500.0,8.81,5455300.0,0246.HK,"246 HK",00246,9HH0IU8Z6,HK246,B4W9262,KYG740991057
247,XHKG,Y,CS,3000,2000.0,21.00,3000.0,0247.HK,"247 HK",00247,829990308,HK247,6813008,HK0247001271
248,XHKG,Y,CS,3000,4000.0,0.34,103000.0,0248.HK,"248 HK",00248,9HH00C497,HK248,6419183,KYG4515X1007
250,XHKG,Y,CS,3000,10000.0,0.11,9824583.0,0250.HK,"250 HK",00250,838990141,HK250,6828961,HK0250031678
251,XHKG,Y,CS,3000,2000.0,20.55,44182.0,0251.HK,"251 HK",00251,672995446,HK251,6824710,BMG7946B1000
252,XHKG,Y,CS,3000,2000.0,3.15,200.0,0252.HK,"252 HK",00252,9EQ00D2D5,HK252,6824776,HK0252001307
253,XHKG,Y,CS,3000,2000.0,2.51,24167.0,0253.HK,"253 HK",00253,870166766,HK253,6839297,HK0253001314
254,XHKG,Y,CS,3000,10000.0,0.19,,0254.HK,"254 HK",00254,9HH1LLYL2,HK254,BGHPW03,HK0000171519
255,XHKG,Y,CS,3000,2000.0,2.04,46141.0,0255.HK,"255 HK",00255,819990219,HK255,6538419,BMG5697D1011
256,XHKG,Y,CS,3000,2000.0,1.36,,0256.HK,"256 HK",00256,9HH1RK0Q4,HK256,BP1QK56,
257,XHKG,Y,CS,3000,1000.0,8.13,7193260.0,0257.HK,"257 HK",00257,108995697,HK257,6630940,HK0257001336
258,XHKG,Y,CS,3000,2000.0,1.93,464972.0,0258.HK,"258 HK",00258,890990344,HK258,6898210,KYG8917R1083
259,XHKG,Y,CS,3000,2000.0,1.59,98333.0,0259.HK,"259 HK",00259,985990191,HK259,6002828,BMG9835R1051
260,XHKG,Y,CS,3000,10000.0,0.19,801909.0,0260.HK,"260 HK",00260,981990161,HK260,B0LMP43,HK0260032278
261,XHKG,Y,CS,3000,80000.0,0.02,,0261.HK,"261 HK",00261,9HH1JIGD0,HK261,BD4TS87,BMG1987X1056
262,XHKG,Y,CS,3000,5000.0,0.35,245600.0,0262.HK,"262 HK",00262,751995622,HK262,B0HZRQ2,BMG2734F1656
263,XHKG,Y,CS,3000,4000.0,0.50,,0263.HK,"263 HK",00263,9HH1XOMS1,HK263,BVF8R04,HK0000237237
264,XHKG,Y,CS,3000,4000.0,1.19,36000.0,0264.HK,"264 HK",00264,9HH017UK3,HK264,6594789,KYG2107K1067
265,XHKG,Y,CS,3000,10000.0,0.24,,0265.HK,"265 HK",00265,9HH2770M2,HK265,BD4DL57,KYG6777V1106
266,XHKG,Y,CS,3000,2000.0,8.50,26000.0,0266.HK,"266 HK",00266,Y88350106,HK266,6058467,HK0266001368
267,XHKG,Y,CS,3000,1000.0,11.20,5603775.0,0267.HK,"267 HK",00267,9EQ3MU8F6,HK267,6196152,HK0267001375
268,XHKG,Y,CS,3000,2000.0,2.45,8684751.0,0268.HK,"268 HK",00268,9HH04XLW7,HK268,6327587,KYG525681477
269,XHKG,Y,CS,3000,5000.0,0.12,,0269.HK,"269 HK",00269,9HH26NZB4,HK269,BYZKG71,KYG2162D1126
270,XHKG,Y,CS,3000,2000.0,10.82,17676081.0,0270.HK,"270 HK",00270,401990148,HK270,6913168,HK0270001396
271,XHKG,Y,CS,3000,1000.0,1.58,342042.0,0271.HK,"271 HK",00271,9EDAEVNE7,HK271,6057259,HK0271007608
272,XHKG,Y,CS,3000,500.0,1.95,11213428.0,0272.HK,"272 HK",00272,9HH07GPR8,HK272,B16NHT7,KYG811511131
273,XHKG,Y,CS,3000,20000.0,0.28,,0273.HK,"273 HK",00273,9HH1VU806,HK273,BT9PQP5,HK0000227089
274,XHKG,Y,CS,3000,40000.0,,,0274.HK,"274 HK",00274,9HH2BJVQ8,HK274,BYYZB27,
275,XHKG,Y,CS,3000,10000.0,0.38,,0275.HK,"275 HK",00275,9HH2BCF40,HK275,BYYCZY8,BMG4279T3604
276,XHKG,Y,CS,3000,3000.0,0.17,,0276.HK,"276 HK",00276,9HH1UYPQ3,HK276,BSM8PL3,
277,XHKG,Y,CS,3000,2000.0,4.30,30000.0,0277.HK,"277 HK",00277,Y85890104,HK277,6884543,HK0277001415
278,XHKG,Y,CS,3000,2000.0,7.30,10000.0,0278.HK,"278 HK",00278,9EQ00D2F0,HK278,6932431,HK0278001422
279,XHKG,Y,CS,3000,20000.0,0.45,,0279.HK,"279 HK",00279,9HH1WCJG8,HK279,BTGN9B9,KYG366302522
280,XHKG,Y,CS,3000,2000.0,0.66,455502.0,0280.HK,"280 HK",00280,139987010,HK280,6492645,HK0280001436
281,XHKG,Y,CS,3000,2000.0,0.45,125000.0,0281.HK,"281 HK",00281,853995231,HK281,6742522,HK0281001443
282,XHKG,Y,CS,3000,2000.0,0.44,,0282.HK,"282 HK",00282,9HH25VS25,HK282,BYSRCZ9,HK0000271764
283,XHKG,Y,CS,3000,2000.0,2.99,744200.0,0283.HK,"283 HK",00283,9EQ38C854,HK283,6680440,HK0283012463
285,XHKG,Y,CS,3000,500.0,4.32,2035991.0,0285.HK,"285 HK",00285,9HH09I9J8,HK285,B29SHS5,HK0285041858
286,XHKG,Y,CS,3000,2000.0,0.66,,0286.HK,"286 HK",00286,9HH1MZE99,HK286,BHWQLK1,BMG2435N1039
287,XHKG,Y,CS,3000,2000.0,9.90,500.0,0287.HK,"287 HK",00287,9EQ00D2G8,HK287,6972181,HK0287001470
288,XHKG,Y,CS,3000,500.0,6.06,,0288.HK,"288 HK",00288,9HH1PCIT9,HK288,BLLHKZ1,KYG960071028
289,XHKG,Y,CS,3000,1000.0,22.90,58675.0,0289.HK,"289 HK",00289,974990103,HK289,6972244,BMG970561087
290,XHKG,Y,CS,3000,2000.0,0.16,2993364.0,0290.HK,"290 HK",00290,9HH0019X3,HK290,6345813,KYG2118A1058
291,XHKG,Y,CS,3000,2000.0,16.76,4283477.0,0291.HK,"291 HK",00291,169990322,HK291,6972459,HK0291001490
292,XHKG,Y,CS,3000,10000.0,1.37,205578.0,0292.HK,"292 HK",00292,984990630,HK292,6285083,BMG0535U1751
293,XHKG,Y,CS,3000,1000.0,12.26,6954080.0,0293.HK,"293 HK",00293,149990152,HK293,6179755,HK0293001514
294,XHKG,Y,CS,3000,1000.0,2.88,244111.0,0294.HK,"294 HK",00294,9EQ11T2Y1,HK294,6985833,HK0294001521
295,XHKG,Y,CS,3000,25000.0,0.39,,0295.HK,"295 HK",00295,9HH19ZMB0,HK295,B8HTPF5,HK0000120151
296,XHKG,Y,CS,3000,5000.0,1.95,1411667.0,0296.HK,"296 HK",00296,G30369105,HK296,B05H3J5,BMG313891027
297,XHKG,Y,CS,3000,2000.0,0.99,8537751.0,0297.HK,"297 HK",00297,531023018,HK297,B0CJMD1,BMG8403G1033
298,XHKG,Y,CS,3000,10000.0,0.32,403835.0,0298.HK,"298 HK",00298,171990542,HK298,6162357,BMG2122W1010
299,XHKG,Y,CS,3000,10000.0,0.19,,0299.HK,"299 HK",00299,9HH26CXN4,HK299,BYT5337,KYG6482G1010
300,XHKG,Y,CS,3000,2000.0,2.28,350557.0,0300.HK,"300 HK",00300,500990007,HK300,6500623,CNE1000003L1
303,XHKG,Y,CS,3000,100.0,84.25,232335.0,0303.HK,"303 HK",00303,917990178,HK303,6928560,BMG9400S1329
305,XHKG,Y,CS,3000,10000.0,0.62,,0305.HK,"305 HK",00305,9HH1ZKLO7,HK305,BX3JX50,BMG9604B1090
306,XHKG,Y,CS,3000,2000.0,4.09,22000.0,0306.HK,"306 HK",00306,802146308,HK306,6503699,BMG5330P1077
307,XHKG,Y,CS,3000,2000.0,0.10,1535890.0,0307.HK,"307 HK",00307,358987030,HK307,B0DZ0L2,BMG9289C1257
308,XHKG,Y,CS,3000,2000.0,2.23,7146205.0,0308.HK,"308 HK",00308,169990413,HK308,6197285,HK0308001558
309,XHKG,Y,CS,3000,1000.0,0.22,1067083.0,0309.HK,"309 HK",00309,9HH01F432,HK309,6665124,KYG5699G1367
310,XHKG,Y,CS,3000,15000.0,0.10,3897083.0,0310.HK,"310 HK",00310,9HH0001W5,HK310,6617039,BMG727401637
311,XHKG,Y,CS,3000,1000.0,1.20,597778.0,0311.HK,"311 HK",00311,9HH022H10,HK311,B01RLR3,KYG5697P1046
312,XHKG,Y,CS,3000,2000.0,0.47,1483339.0,0312.HK,"312 HK",00312,9HH0U0IR5,HK312,B3YCGL5,KYG810871015
313,XHKG,Y,CS,3000,50000.0,0.09,2597500.0,0313.HK,"313 HK",00313,9EQ00D2I4,HK313,B06LWQ6,BMG7568A1099
315,XHKG,Y,CS,3000,500.0,12.46,2651761.0,0315.HK,"315 HK",00315,820133874,HK315,6856995,BMG8219Z1059
316,XHKG,Y,CS,3000,500.0,28.45,1177157.0,0316.HK,"316 HK",00316,G67491061,HK316,6659116,BMG677491539
317,XHKG,Y,CS,3000,2000.0,11.44,619591.0,0317.HK,"317 HK",00317,401990197,HK317,6393317,CNE100000395
318,XHKG,Y,CS,3000,5000.0,1.08,,0318.HK,"318 HK",00318,9HH29S291,HK318,BDCG567,KYG9387J1132
319,XHKG,Y,CS,3000,2000.0,2.32,527167.0,0319.HK,"319 HK",00319,9HH02MWS0,HK319,B04W2T4,KYG2110X1034
320,XHKG,Y,CS,3000,2000.0,1.07,229333.0,0320.HK,"320 HK",00320,9HH07RZQ5,HK320,B1FM676,KYG2341T1031
321,XHKG,Y,CS,3000,2000.0,7.62,1137089.0,0321.HK,"321 HK",00321,820139301,HK321,6039558,BMG8770Z1068
322,XHKG,Y,CS,3000,2000.0,7.79,5326429.0,0322.HK,"322 HK",00322,887990224,HK322,6903556,KYG8878S1030
323,XHKG,Y,CS,3000,2000.0,1.53,10785618.0,0323.HK,"323 HK",00323,553990367,HK323,6600879,CNE1000003R8
326,XHKG,Y,CS,3000,10000.0,0.67,,0326.HK,"326 HK",00326,9HH26OUS0,HK326,BYNRWG5,BMG8437G3195
327,XHKG,Y,CS,3000,1000.0,6.24,29500.0,0327.HK,"327 HK",00327,9HH0V18W2,HK327,B3LX5R0,BMG6955J1036
328,XHKG,Y,CS,3000,2000.0,3.37,113850.0,0328.HK,"328 HK",00328,013990106,HK328,6032308,BMG0154K1027
329,XHKG,Y,CS,3000,4000.0,0.94,,0329.HK,"329 HK",00329,9HH1CBQF6,HK329,B8G2MG5,KYG2830Q1800
330,XHKG,Y,CS,3000,100.0,6.07,29646105.0,0330.HK,"330 HK",00330,9PG275916,HK330,6321642,BMG3122U1457
331,XHKG,Y,CS,3000,1000.0,2.00,,0331.HK,"331 HK",00331,9HH27BW30,HK331,BZ4SXF0,KYG3727N1088
332,XHKG,Y,CS,3000,4000.0,0.55,,0332.HK,"332 HK",00332,9HH1QXE58,HK332,BNBNSJ3,BMG9877V1054
333,XHKG,Y,CS,3000,2000.0,1.68,,0333.HK,"333 HK",00333,9HH1QQ8I2,HK333,BMTRSV2,BMG8922H1299
334,XHKG,Y,CS,3000,8000.0,0.75,,0334.HK,"334 HK",00334,9HH23A429,HK334,BZ2YLT0,BMG8701X1056
335,XHKG,Y,CS,3000,2000.0,2.17,50000.0,0335.HK,"335 HK",00335,9HH000253,HK335,6292317,KYG9288X1043
336,XHKG,Y,CS,3000,1000.0,2.95,14628533.0,0336.HK,"336 HK",00336,828990176,HK336,B00HLY1,BMG4639H1227
337,XHKG,Y,CS,3000,1000.0,2.38,,0337.HK,"337 HK",00337,9HH1KMAI4,HK337,BFH1P83,KYG4587S1049
338,XHKG,Y,CS,3000,2000.0,3.80,8508010.0,0338.HK,"338 HK",00338,Y7688T111,HK338,6797458,CNE1000004C8
339,XHKG,Y,CS,3000,10000.0,0.99,85000.0,0339.HK,"339 HK",00339,9HH0001Y1,HK339,B0XNYN6,BMG2900P1538
340,XHKG,Y,CS,3000,2000.0,0.11,5983267.0,0340.HK,"340 HK",00340,212998546,HK340,6369705,BMG2119G1015
341,XHKG,Y,CS,3000,2000.0,21.45,367807.0,0341.HK,"341 HK",00341,127990240,HK341,6160953,BMG1744V1037
342,XHKG,Y,CS,3000,2000.0,2.62,2810000.0,0342.HK,"342 HK",00342,843990201,HK342,B03S8Z1,BMG6469T1009
343,XHKG,Y,CS,3000,5000.0,1.20,1819932.0,0343.HK,"343 HK",00343,228990289,HK343,6468776,BMG2587F2058
345,XHKG,Y,CS,3000,2000.0,15.46,456504.0,0345.HK,"345 HK",00345,Y93794108,HK345,6927590,HK0345001611
346,XHKG,Y,CS,3000,10000.0,0.20,,0346.HK,"346 HK",00346,9HH19AZV7,HK346,B6WY5Q2,BMG9833W1064
347,XHKG,Y,CS,3000,2000.0,3.25,6763615.0,0347.HK,"347 HK",00347,532995263,HK347,6015644,CNE1000001V4
348,XHKG,Y,CS,3000,2000.0,0.25,,0348.HK,"348 HK",00348,9HH1XOMR3,HK348,BVYV3B7,KYG4232J1031
351,XHKG,Y,CS,3000,10000.0,0.06,11272250.0,0351.HK,"351 HK",00351,680997103,HK351,B018X81,HK0351013476
352,XHKG,Y,CS,3000,2000.0,1.04,120000.0,0352.HK,"352 HK",00352,9HH07JDU8,HK352,B17NX87,KYG364261076
353,XHKG,Y,CS,3000,20000.0,0.14,,0353.HK,"353 HK",00353,9HH1TYC30,HK353,BRJ2V91,KYG3041H1184
354,XHKG,Y,CS,3000,2000.0,2.79,,0354.HK,"354 HK",00354,9HH1ILQD3,HK354,BC9S4J5,KYG2110A1114
355,XHKG,Y,CS,3000,4000.0,0.45,1747738.0,0355.HK,"355 HK",00355,156990301,HK355,6185150,BMG2020F1683
356,XHKG,Y,CS,3000,30000.0,0.09,0.0,0356.HK,"356 HK",00356,9HH00MP35,HK356,BRJ7GF7,KYG475481050
357,XHKG,Y,CS,3000,1000.0,8.45,123750.0,0357.HK,"357 HK",00357,9HH011BV3,HK357,6560508,CNE1000003B2
358,XHKG,Y,CS,3000,1000.0,8.44,23370511.0,0358.HK,"358 HK",00358,626994214,HK358,6000305,CNE1000003K3
359,XHKG,Y,CS,3000,4000.0,0.39,258727.0,0359.HK,"359 HK",00359,9HH06GPQ1,HK359,B0LMQZ1,KYG2111D1060
360,XHKG,Y,CS,3000,4000.0,0.40,412776.0,0360.HK,"360 HK",00360,9HH02RW59,HK360,B0692W6,KYG645451090
361,XHKG,Y,CS,3000,20000.0,0.17,494000.0,0361.HK,"361 HK",00361,9HH0005G6,HK361,6314437,BMG816821091
362,XHKG,Y,CS,3000,10000.0,0.28,892375.0,0362.HK,"362 HK",00362,9HH0019B1,HK362,6346571,KYG215A11370
363,XHKG,Y,CS,3000,1000.0,16.98,2136594.0,0363.HK,"363 HK",00363,412396541,HK363,6810010,HK0363006039
364,XHKG,Y,CS,3000,4000.0,0.05,,0364.HK,"364 HK",00364,9HH1KV5R0,HK364,BFV6WN8,KYG7114W1006
365,XHKG,Y,CS,3000,2000.0,1.67,887600.0,0365.HK,"365 HK",00365,9HH0004F9,HK365,6292306,BMG8571G1096
366,XHKG,Y,CS,3000,2000.0,2.60,89833.0,0366.HK,"366 HK",00366,549990125,HK366,6344081,BMG5700D1065
367,XHKG,Y,CS,3000,4000.0,0.98,473748.0,0367.HK,"367 HK",00367,501994867,HK367,6197401,BMG2122V1458
368,XHKG,Y,CS,3000,500.0,1.26,3515262.0,0368.HK,"368 HK",00368,9HH0BS6H0,HK368,B290QS4,HK0368041528
369,XHKG,Y,CS,3000,2000.0,4.26,85172.0,0369.HK,"369 HK",00369,798990305,HK369,6910073,BMG9716V1000
370,XHKG,Y,CS,3000,20000.0,0.23,885556.0,0370.HK,"370 HK",00370,745996132,HK370,6480383,BMG2111B1349
371,XHKG,Y,CS,3000,2000.0,4.60,5847600.0,0371.HK,"371 HK",00371,073992133,HK371,B01YCG0,BMG0957L1090
372,XHKG,Y,CS,3000,2000.0,0.62,297405.0,0372.HK,"372 HK",00372,856413018,HK372,6126450,BMG4975T2439
373,XHKG,Y,CS,3000,2000.0,38.20,123601.0,0373.HK,"373 HK",00373,546998881,HK373,B01XPC4,HK0373013660
374,XHKG,Y,CS,3000,2000.0,3.20,12000.0,0374.HK,"374 HK",00374,350990305,HK374,6348038,KYG365451049
375,XHKG,Y,CS,3000,1000.0,4.49,178720.0,0375.HK,"375 HK",00375,9EQ3CV4D4,HK375,6985855,HK0375001663
376,XHKG,Y,CS,3000,2000.0,6.28,2763356.0,0376.HK,"376 HK",00376,561998717,HK376,B75H5S7,HK0000091790
377,XHKG,Y,CS,3000,4000.0,0.69,,0377.HK,"377 HK",00377,9HH1VXLU9,HK377,BTLSHQ0,BMG4643D1092
378,XHKG,Y,CS,3000,2000.0,1.33,,0378.HK,"378 HK",00378,9HH2591O5,HK378,BYY5547,BMG2175H1189
379,XHKG,Y,CS,3000,10000.0,0.12,,0379.HK,"379 HK",00379,9HH2A92S9,HK379,BDG24D1,KYG2119F1037
380,XHKG,Y,CS,3000,4000.0,0.24,,0380.HK,"380 HK",00380,9HH288YY6,HK380,BD06KX1,BMG8253D1011
381,XHKG,Y,CS,3000,10000.0,0.07,,0381.HK,"381 HK",00381,9HH1XE578,HK381,BVV22Y9,KYG5283T1067
382,XHKG,Y,CS,3000,2000.0,1.29,2824500.0,0382.HK,"382 HK",00382,440990000,HK382,6441670,HK0000080694
383,XHKG,Y,CS,3000,10000.0,0.43,,0383.HK,"383 HK",00383,9HH2AGKA2,HK383,BDCFXZ9,BMG2133H1016
384,XHKG,Y,CS,3000,2000.0,10.86,7705008.0,0384.HK,"384 HK",00384,412994212,HK384,6460794,BMG2109G1033
385,XHKG,Y,CS,3000,10000.0,1.05,71472.0,0385.HK,"385 HK",00385,851999029,HK385,B09WJT8,BMG2109L1697
386,XHKG,Y,CS,3000,2000.0,5.25,97547774.0,0386.HK,"386 HK",00386,9EQ00DWB6,HK386,6291819,CNE1000002Q2
387,XHKG,Y,CS,3000,4000.0,1.31,29000.0,0387.HK,"387 HK",00387,9HH01EI71,HK387,6653657,BMG542851040
388,XHKG,Y,CS,3000,100.0,178.70,4621257.0,0388.HK,"388 HK",00388,250998283,HK388,6267359,HK0388045442
389,XHKG,Y,CS,3000,2000.0,0.26,4407833.0,0389.HK,"389 HK",00389,9HH0MTO29,HK389,B5822W8,BMG215A41075
390,XHKG,Y,CS,3000,1000.0,5.89,54076778.0,0390.HK,"390 HK",00390,9HH0BRO90,HK390,B297KM7,CNE1000007Z2
391,XHKG,Y,CS,3000,20000.0,0.57,14557500.0,0391.HK,"391 HK",00391,570990002,HK391,6123127,BMG5964A1523
392,XHKG,Y,CS,3000,500.0,38.75,1727087.0,0392.HK,"392 HK",00392,329801336,HK392,6081690,HK0392044647
393,XHKG,Y,CS,3000,4000.0,0.99,242162.0,0393.HK,"393 HK",00393,645599853,HK393,6361756,BMG3939X1002
394,XHKG,Y,CS,3000,1000.0,0,,0394.HK,,00394,9HH0WK411,HK394,,
395,XHKG,Y,CS,3000,8000.0,0.19,,0395.HK,"395 HK",00395,9HH1QUNZ8,HK395,BN893T9,KYG8207P1019
396,XHKG,Y,CS,3000,2000.0,0.45,20000.0,0396.HK,"396 HK",00396,9HH0KT6A3,HK396,,BMG4589N1039
397,XHKG,Y,CS,3000,10000.0,0.23,,0397.HK,"397 HK",00397,9HH2BG4V3,HK397,BYXH9D1,BMG5210R1328
398,XHKG,Y,CS,3000,2000.0,0.92,6205257.0,0398.HK,"398 HK",00398,747992121,HK398,6660969,BMG6773R1051
399,XHKG,Y,CS,3000,5000.0,0.92,,0399.HK,"399 HK",00399,9HH25LWS5,HK399,BZBGB19,BMG4783W1073
400,XHKG,Y,CS,3000,1000.0,11.82,,0400.HK,"400 HK",00400,9HH1RMNY8,HK400,BP46XQ5,KYG225371072
401,XHKG,Y,CS,3000,5000.0,0.49,,0401.HK,"401 HK",00401,9HH1KNAB7,HK401,BFGTXS4,KYG9431A1004
402,XHKG,Y,CS,3000,20000.0,0.20,,0402.HK,"402 HK",00402,9HH1KK1Y3,HK402,BFD2WD4,KYG6956Y1098
403,XHKG,Y,CS,3000,2000.0,0.58,446545.0,0403.HK,"403 HK",00403,G8438Y103,HK403,6845658,BMG8438Y1030
404,XHKG,Y,CS,3000,2000.0,0.77,2467517.0,0404.HK,"404 HK",00404,620997122,HK404,6400132,BMG4634Z1014
405,XHKG,Y,CS,3000,1000.0,4.26,1690394.0,0405.HK,"405 HK",00405,9HH06TD86,HK405,B0TLGM7,HK0405033157
406,XHKG,Y,CS,3000,2000.0,1.25,241689.0,0406.HK,"406 HK",00406,985990175,HK406,6291563,BMG9834K1505
408,XHKG,Y,CS,3000,2000.0,2.58,404492.0,0408.HK,"408 HK",00408,985990183,HK408,6986698,KYG9842Z1164
410,XHKG,Y,CS,3000,500.0,3.34,11895663.0,0410.HK,"410 HK",00410,9HH0AYQM5,HK410,B27WLD2,KYG826001003
411,XHKG,Y,CS,3000,1000.0,6.84,6000.0,0411.HK,"411 HK",00411,512990110,HK411,6003672,HK0411006957
412,XHKG,Y,CS,3000,6000.0,0.73,,0412.HK,"412 HK",00412,9HH25VRH3,HK412,BYRMJ21,BMG2118Q1006
413,XHKG,Y,CS,3000,8000.0,0.59,,0413.HK,"413 HK",00413,9HH23AKJ4,HK413,BYWS2Y7,KYG8279G1120
416,XHKG,Y,CS,3000,1000.0,5.64,,0416.HK,"416 HK",00416,9HH279DQ5,HK416,BYZ4BV2,CNE1000023B0
417,XHKG,Y,CS,3000,2000.0,2.25,409000.0,0417.HK,"417 HK",00417,872990213,HK417,B040HS2,BMG911231519
418,XHKG,Y,CS,3000,2000.0,0.45,620200.0,0418.HK,"418 HK",00418,348993486,HK418,6230351,BMG3654D1074
419,XHKG,Y,CS,3000,10000.0,,,0419.HK,"419 HK",00419,9HH2C5EJ2,HK419,BYQM6Z4,KYG4642G1038
420,XHKG,Y,CS,3000,2000.0,0.89,1085850.0,0420.HK,"420 HK",00420,350990156,HK420,6349053,HK0420001817
422,XHKG,Y,CS,3000,1000.0,0.41,423083.0,0422.HK,"422 HK",00422,9HH0C5SC6,HK422,B29QH89,KYG936171019
423,XHKG,Y,CS,3000,2000.0,1.38,402833.0,0423.HK,"423 HK",00423,9HH057LG8,HK423,B0DX470,KYG4587A1031
425,XHKG,Y,CS,3000,2000.0,22.00,2707058.0,0425.HK,"425 HK",00425,9HH06RCA6,HK425,B0RJCG9,KYG6145U1094
426,XHKG,Y,CS,3000,2000.0,1.18,45333.0,0426.HK,"426 HK",00426,9HH0694I8,HK426,B0LMJW9,KYG6752K1058
428,XHKG,Y,CS,3000,2000.0,2.10,,0428.HK,"428 HK",00428,9HH22QTO0,HK428,BYV0DT6,KYG4643H1002
430,XHKG,Y,CS,3000,2000.0,0.12,321286.0,0430.HK,"430 HK",00430,525990008,HK430,6517850,BMG6771J1053
431,XHKG,Y,CS,3000,4000.0,0.26,,0431.HK,"431 HK",00431,9HH28F0L5,HK431,6562645,BMG407061552
432,XHKG,Y,CS,3000,1000.0,3.09,,0432.HK,"432 HK",00432,9HH19T3T6,HK432,B8180J7,BMG6844T1229
433,XHKG,Y,CS,3000,10000.0,0.09,24480349.0,0433.HK,"433 HK",00433,G8550M101,HK433,6220998,BMG6661B1211
434,XHKG,Y,CS,3000,1000.0,2.63,,0434.HK,"434 HK",00434,9HH1LB6M3,HK434,BGCBFM9,KYG127751058
